ID/VN,2018,10,15,1.00,107.00,3,"Indonesian Navy ship arrested a Vietnamese fishing ship inside Indonesian EEZ in the Natunas"
CN/US,2018,4,10,12.00,113.00,6,"Chinese ships appeared in the region where the USS Theodore Roosevelt conducted military exercise"
CN,2018,4,11,12.00,113.00,6,"A Chinese navy flotilla including aircraft carrier Liaoning has conducted a series of exercises in the South China Sea since the navy review last Thursday."
US,2018,11,21,22.28,114.17,2,"According to information, the ""Cheslowville"" (CG62) just followed the ""Reagan"" aircraft carrier to visit Hong Kong, China on November 21, and ended its visit on the 25th to leave.
 
 
 Recently, the US Navy Reagan aircraft carrier formation visited Hong Kong, and an Ally Burke-class guided missile destroyer Wilbur (DDG54) in the formation was docked in Hong Kong by Chinese military fans watching and taking pictures from multiple angles. This Arleigh ship had entered the 12-nautical-mile territorial waters of Zhongjian Island, Xisha Islands, China on January 30, 2016 without authorization."
ID/VN,2018,11,13,1.00,107.00,3,"Maritime Security Agency ship arrested 2 Vietnamese fishing ships with Malaysian flags in the Natunas."
US/VN,2018,3,5,16.15,108.20,1,"A US aircraft carrier arrived in Vietnam for the first time since the end of the Vietnam war, dramatically underscoring the growing strategic ties between the former foes at a time when Chinaís regional influence is rising."
CN/US,2018,9,30,10.21,114.22,2,"The Lanzhou 170 came close to and nearly collided with the USS Decatur at a distance of only 45 yards as USS Decatur conducted a ""freedom of navigation"" patrol in the SCS"
ID/VN,2018,5,12,3.22,106.22,2,"A ship from the Maritime Security Agency caught two Vietnamese ships in the Natuna waters, off the coast of Riau Islands."
ID/VN,2018,5,27,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries and Maritime Security Agency ships spotted 30 Vietnamese fishing ships in the Natunas and managed to capture 14."
CN/US,2018,5,27,12.00,113.00,6,"The Chinese army acted immediately and dispatched warships to warn US warships that had entered the South China Sea on Sunday to leave, ?China's Ministry of National Defense said.
 
 
 The two warships, Higgins, a guided-missile destroyer and Antietam, a guided-missile cruiser, arbitrarily entered waters surrounding China's Xisha Islands, the ministry said."
US,2018,3,23,9.90,115.53,2,"USS Mustin carried out a ìfreedom of navigationî operation on Friday, coming within 12 nautical miles of Mischief Reef in the Spratly Islands in the SCS"
FR,2018,5,,12.00,113.00,6,"Dixmude and a French guard ship entered the area of ??artificial islands that China illegally deposited in the Spratly Islands under Vietnam's sovereignty."
CN/PH,2018,9,4,8.90,116.28,2,"The Philippine Navy extricated one of its largest warships which ran aground in a shoal near a hotly disputed region in the South China Sea.Two Philippine security officials said that tugboats were used to pull the BRP Gregorio del Pilar from the shallow fringes of Half Moon Shoal, which the Philippines calls Hasa Hasa."
CN,2018,4,5,18.25,109.51,2,"China conducted exercises from Apr 5 - 11, involving the Liaoning and 40 warships and submarines. The Chinese navy has sent its Liaoning aircraft carrier and some 50 warships into the South China Sea for its largest military drills. The multi-program sessions are centered on Liaoning, with warships and fighters from the North, East and South Sea Fleets."
PH/US,2018,7,9,12.00,113.00,6,"US, Philippines Conducted Maritime Training Activity Sama Sama 2018 from July 9 to July 14"
ID/VN,2018,6,3,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries and Maritime Security Agency ships captured 10 Vietnamese fishing vessels in the Natunas."
CN/PH,2018,5,11,9.73,115.86,2,"A Chinese navy chopper (and two vessels) allegedly harassed a Philippine Navy rubber boat on May 11, when the Philippines was resupplying its troops in Ayungin Shoal (Second Thomas Shoal)."
CN/PH,2018,1,23,15.15,117.76,2,"The Philippine Air Force on January 23 conducted maritime patrol over Panatag (Scarborough) Shoal in the West Philippine Sea (South China Sea), bringing along a TV crew to show that ""there was no problem"" in the area. He said at least 4 Filipino fishing boats were also spotted in the area along with at some 4 Chinese Coast Guard and fishing vessels."
VN,2018,8,3,16.67,112.33,5,"Vietnamese fishing vessel attacked by foreign vessel. damaged. A perpetrator stole equipments off the ship"
BN/CN/SG/TH/VN,2018,10,22,21.02,110.87,1,"China and Asean are held their first joint naval exercises as Beijing targets stronger regional military ties and confronts a growing rivalry with the United States in the disputed South China Sea."
IN,2018,6,5,12.00,113.00,6,"Chinese warship tailing Indian fleet off the coast of Vietnam"
CN/US,2018,11,26,16.67,112.33,5,"The US Navy confirmed that it conducted a ìfreedom of navigationî operation by sending a guided-missile cruiser, USS Chancellorsville, near the contested Paracel Islands in the South China Sea."
CN/IN/JP/US,2018,12,28,12.00,113.00,6,"A large number of main battleships from the three countries gathered in the South China Sea to hold the massive Malabar 2018 joint military exercise. In the course of the exercise, a Chinese warship suddenly inserted into the place of the exercise and appeared in front of the US aircraft carrier. For the emergence of this Chinese warship, the United States had no choice but to watch the warship pass by from its own sight.
 
 
 The United States dispatched the aircraft carrier Reagan, and a large number of cruise ships and three nuclear submarines. Japan sent a helicopter carrier and many other warships, but India sent only three frigates to participate in the exercise. Although there are relatively few warships dispatched by India, the magnificent group of warships of the United States and Japan is gathered. As in China, as usual, the Chinese navy sent a reconnaissance ship, inserted into the exercise site, and strongly watched the exercise site, which also made the United States feel very stumped."
ID/VN,2018,4,22,1.00,107.00,3,"Ministry of Maritime Affairs and Fisheries ship arrested a Vietnamese fishing ship in the Natunas."
US,2018,6,28,12.00,113.00,6,"USS Ronald Reagan moved from near Guam and passed through the SCS before reaching the Philippines."
VN,2018,10,15,17.09,111.50,2,"Vietnamese fishing vessel was rammed into by an unidentified vessel near the Paracel Islands"
CN,2018,4,28,12.00,113.00,6,"Two Chinese submersibles finished a three-day joint operation, the first of its kind in the country's deep sea exploration, to detect a cold seep in the Pearl River Mouth Basin in the South China Sea. Unmanned submersible Haima, or ""seahorse"", and manned submersible Shenhai Yongshi, or ""deep sea warrior"", on board scientific survey ships Haiyang 6 and Tansuo 1 respectively, carried out the joint operation from April 28 to 30."
FR,2018,5,28,9.90,115.53,2,"May 28 - 30, 2018, the FNS Dixmude (L9015), accompanied by the FNS Surcouf (F7111), transited through the vicinity of Mischief Reef, Subi Reef, and Fiery Cross Reef in the Spratly island chain."
VN,2018,8,20,10.25,107.18,1,"Vietnamese fishing vessel sunken by foreign ship"
ID/VN,2018,4,7,1.00,107.00,3,"Indonesian Navy vessel arrested 4 Vietnamese fishing vessels in the Natunas."
CN,2018,3,25,21.55,118.68,4,"According to Taiwan's defense agency, the Liaoning ship and the guaranteed vessels had passed south of Taiwan, heading towards the South China Sea area from March 25. The news came on the same day the Chinese Air Force announced a major exercise in the South China Sea but did not specify the exercise area. Reportedly, the Chinese military's move comes just days after an American destroyer entered a 12-nautical-mile area around Mischief Reef in the Spratly Islands - Vietnam's sovereignty but China was National occupation, garrison illegal. The US Navy at that time carried out what the US Navy called ""guaranteeing freedom of navigation""."
AU/CN,2018,4,19,9.87,107.41,1,"Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City."
US,2018,11,26,21.92,122.00,1,"a Burke-class destroyer and a ""Henry J. Caesar""-class oil supply ship crossed the Taiwan Strait on Wednesday (28th), the US Navy said This operation is a routine crossing. According to the article, Lieutenant Rachel McMal, spokesman for the US Navyís Pacific Fleet, said in an email that the USS destroyer ""Stockdale"" (DDG-106) and the supply ship ""Pecos"" (T-AO -197) A routine Taiwan Strait crossing operation was conducted on the 28th (local time)."
ID/VN,2018,10,12,1.00,107.00,3,"Indonesian Navy ship arrested a Vietnamese fishing ship inside Indonesian EEZ in the Natunas"
ID/VN,2018,9,3,1.00,107.00,3,"4 Ministry of Maritime Affairs and Fisheries caught 3 Vietnamese fishing ships in the Natunas. One tried to escape, an incident ensued, and 1 Vietnamese ships was sunk."
TW/US,2018,11,28,25.89,121.21,1,"Two US Navy vessels sailed through the Taiwan Strait, Taiwanís defence ministry reported."
US,2018,6,23,12.00,113.00,6,"The US Navyís carrier strike group (CSG), including Nimitz-class aircraft carrier USS Carl Vinson, began operations in the South China Sea on Saturday, confirming reports earlier in the week that the US was planning to conduct fresh naval operations in the waters. 
 
 
 The Pentagon described the operations as ìroutineî with the aim of enhancing relationships with US allies in the Indo-Asia-Pacific region. 
 
 
 The latest US military activity in the South China Sea follows Beijingís warning not to challenge China's sovereignty and damage stability in the region."
ID/VN,2018,11,28,1.00,107.00,3,"Maritime Security Agency ship arrested one Vietnamese fishing ship with Malaysian flags in the Natunas."
CN,2018,3,26,18.25,109.51,2,"At least 40 ships and submarines flanking the carrier Liaoning are exercising with an aircraft carrier in a large show of force off Hainan island in the South China Sea"
CN,2018,4,13,12.00,113.00,6,"President Xi Jinping boarded the destroyer Changsa to join the training in the South China Sea"
ID/VN,2018,6,25,1.00,107.00,3,"Indonesia arrested 2 Vietnamese fishing vessels and their 21 crew members"
ID/VN,2018,5,14,1.00,107.00,3,"Ministry of Fisheries and Maritime Affairs ship caught two Vietnamese fishing vessels using banned fishing tools and engaging in IUU fishing."
VN,2018,5,5,17.13,108.54,1,"A Vietnamese fishing vessel rammed by another Vietnamese fishing vessel"
PH,2018,8,31,8.90,116.28,2,"China has sent coastguard and rescue vessels to help with efforts to retrieve a Philippine Navy warship that ran aground on a shoal in contested waters in the South China Sea."
UK,2018,5,,10.72,115.83,5,"This May, British ships HMS Albion and HMS Sutherland have passed through the waters that China is seeking to restrict access to."
CN/US,2018,12,1,16.67,112.33,5,"China said it had deployed its naval forces to warn off a US warship sailing through disputed waters in the South China Sea."
US,2018,5,28,16.67,112.33,5,"US patrol conducted ""freedom of navigation"" within 12nm of Paracel Islands"
JP/US,2018,3,11,12.00,113.00,6,"US Navy and Japan Self-Defense Forces conducted joint exercises"
UK,2018,8,31,16.67,112.33,5,"UK's amphibious assault ship HMS Albion transited through the vicinity of the islands of the Paracel Islands which are illegally occupied by China"
VN,2018,6,9,13.28,110.25,1,"Vietnamese fishing vessel collided with foreign ship and was sunken"
VN,2018,8,7,15.87,111.87,1,"Vietnamese fishing vessel was sunken by Chinese ship"
CN,2018,6,28,38.72,119.90,5,"Chinaís homegrown J-15 fighter jets took off from and landed on aircraft carrier Liaoning on Monday - the first time that Chinese pilots have conducted such flights over the South China Sea.
 
 
 The Chinese naval formation, consisting of the carrier and several escort vessels, has recently carried out a series of exercises across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea."
US,2018,9,30,10.21,114.22,2,"US destroyer Decatur traveled within 12 nautical miles of Gaven and Johnson Reefs in the Spratly Islands."
AU/NZ/MY/SG/UK,2018,10,2,12.00,113.00,6,"Singapore, Malaysia, Australia, New Zealand and the UK conducted 18-day exercises named BERSAMA LIMA 18 in the SCS"
ID/VN,2018,5,29,6.51,107.42,1,"Indonesian Navy ship arrested a Vietnamese fishing ship inside Indonesian EEZ in the Natunas"
CN,2018,3,,12.00,113.00,6,"Tan Kah Kee, Xiamen University's top research ship, recently docked at Xiamen's port after completing a maritime research mission in the South China Sea, Xiamen Daily reported. During the 10-day mission, the ship conducted four major surveys, including testing and analyzing ultra clean trace elements, testing equipment for acoustic submarine positioning, and trawling for plankton and benthos."
ID/VN,2018,11,12,1.00,107.00,3,"Indonesian Navy ship apprehended 1 Vietnamese fishing ship in the Natunas."
JP/PH/US,2019,10,14,9.74,118.76,3,"A US Coast Guard ship has carried out maritime exercises with Philippine and Japanese forces near the West Philippine Sea."
CN,2019,6,19,13.44,144.79,2,"On June 19, 2019, Taiwanese media said that the Liaoning ship and its escort formation went south through the western Pacific Ocean, first approached the waters of Guam, then passed through the southern waters of the Philippines, and have now entered the South China Sea. The Taiwan defense department said that in response to the relevant developments of the Liaoning ship, the Taiwan military used joint intelligence monitoring and investigation to ""tighten the entire process."""
CN/VN,2019,7,29,9.07,111.37,3,"Chinese commercial ship Mei Cheng 822 appeared around the Haiyang Dizhi 8 group. The ship departed Zhuhai port (Guangdong) on June 28, 2019."
US,2019,11,21,35.29,139.66,1,"The USS Wayne E. Meyersailed within 12nm of the Spratly and Paracel Islands"
CN/US,2019,5,26,12.00,113.00,6,"Last Sunday, China dispatched warships to identify and expel US Navy vessels sailing near Chinese islands in the South China Sea."
AU/CN,2019,5,,12.00,113.00,6,"The Australian Navy was closely followed by the Chinese military in a recent transit of the South China Sea"
CN,2019,6,10,13.44,144.79,2,"Within half a month from June 10 to 25, 2019, the Liaoning warship aircraft carrier led the Shijiazhuang ship, Xining ship, Daqing ship, Rizhao ship, and Hulun Lake ship out of the first island chain, sailed near Guam, and passed the Philippines. Enter the South China Sea in the south, and then cross the Taiwan Strait to return to the home port."
CN,2019,1,16,12.00,113.00,6,"China conducted a 34-day drills in the SCS and the western and central Pacific involving its navy, air force and missile unit"
CN/VN,2019,8,7,8.85,110.82,1,"Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf"
CN/PH,2019,5,14,9.73,115.86,2,"May 14, a China Coast Guard (CCG) ship with bow number 3305 blocked the route of 3 Philippine civilian vessels on a resupply mission to the grounded ship BRP Sierra Madre on Ayungin (Second Thomas) Shoal."
CN,2019,10,14,38.91,121.60,2,"China's second aircraft carrier, Type 001A, is believed to have set off on the 8th sea trial, at the same time as USS Ronald Reagan of the US passed the SCS."
CN,2019,,,12.00,113.00,6,"In response to the Vietnam-Russia exploration activities, the Chinese Maritime Police dispatched the No. 3901 marine police ship to Wan'an Beach to defend its rights. The ship has a full-load displacement of up to 12,000 tons. The Chinese Maritime Police also dispatched the 718 marine police ship No. 35111.
 
 
 We even dispatched the 10,000-ton vessel ""Si Ming""."
AU/CN,2019,12,,12.00,113.00,6,"There has been an increase in the use of common laser attacks on Australian military helicopters in congested waters in the SCS. It is believed that Chinese fishing vessels were to blame for the laser attacks. Senior Defence figures say Chinese-flagged fishing vessels operating as part of Beijing's maritime militia are known to employ the tactic against military aircraft that transit through the South China Sea."
CN,2019,12,10,6.71,111.05,4,"1 CCG ship entered North Natuna Regency waters"
CN,2019,9,4,14.86,109.59,1,"Chinese crane vessel Lanjing turned up in VN's EEZ"
CN/VN,2019,9,,7.51,109.67,3,"Chinese coastguard ships lined out to prevent Vietnamese coastguard ships from stopping the illegal survey activities of the HD-8"
US,2019,,,13.31,116.06,4,"In 2019, US aircraft carriers and amphibious assault ships will continue to maintain high-intensity activities in the South China Sea, and continue to carry out targeted cruise deterrence based on regional situations and current events. Throughout 2019, the US Navy has three aircraft carriers heading to the South China Sea, accounting for 30% of the current US aircraft carrier strength, and more than half of the number of aircraft carriers deployed throughout the year. The three aircraft carriers are the USS John C. Stennis (CVN-74), the USS Ronald Reagan (CVN-76), and the USS Abraham Lincoln (CVN-72).
 
 
 except for the ""Lincoln"" aircraft carrier that ended the deployment mission in the Mi00le East and returned to the Naval Base of San Diego, California via the South China Sea, the other two aircraft carriers carried out targeted deployment missions in the South China Sea. The ""Stennis"" aircraft carrier ended its five-month overseas deployment mission in the Mi00le East and entered the South China Sea via the Indian Ocean and the Straits of Malacca. It carried out a one-month deployment. The aircraft carrier ""Reagan"" carried out two cruise missions, summer cruise and autumn cruise during the year. Among them, it had entered and exited the South China Sea twice during the summer cruise, but stayed in the South China Sea for a relatively short time. Time was concentrated in the South China Sea area, especially between the Nansha Islands and Huangyan Island, and various targeted training activities were carried out."
CN,2019,12,11,9.55,112.89,1,"On November 28, CCG 5403 sailed out of port in Hainan Provinceís Sanya, headed south through the Spratly Islands, and turned east. On December 4 it entered the EEZs of Malaysia and then Brunei. The 5403 is a Zhaolai-class patrol ship and at nearly 5,000 tons it is considerably larger than both the coast guard and navy ships that Southeast Asian states might deploy to confront it. It joined the CCG 5202, which had arrived a day earlier. That ship had left the artificial harbor at China-occupied Subi Reef on November 29, made a detour into the northern reaches of Indonesiaís EEZ on December 1-2, and headed for Malaysian waters. At 2,700 tons, the Zhaojun-class 5202 is considerably smaller than the 5403, but it is also much better armed, sporting a 76-mm cannon. For nearly a week, the two ships patrolled first Bruneiís EEZ and then Malaysiaís. The 1,300-ton CMS 2169 was with them during at least some, and perhaps all, of this. Its AIS was detected on December 8 alongside the 5202 and 5403óthe first time it had been picked up since leaving Sanya on November 18. It would continue to only broadcast sporadically for the rest of the operation. If Brunei or Malaysia deployed government vessels to confront this Chinese incursion, they did not broadcast AIS. And unlike Indonesiaís later response, neither went public with evidence of Chinese fishing vessels in their EEZ. But that this coordinated group of law enforcement vessels was already escorting the same fishing boats they would soon lead into Indonesian waters seems very likely. Their patrols in Bruneiís EEZ in particular seem to have no other explanation. On December 9, the 4,000-ton Shucha II-class CCG 5302 sailed from Mischief Reef to join the group in Malaysiaís EEZ. The next day, the 5202 broke away and sailed to Fiery Cross Reef in the Spratlys, presumably to resupply. The others headed southwest, entering waters claimed by Indonesia on December 11. This was more than a week before Indonesian authorities first reported the Chinese fishing presence in its EEZ. From December 11 to 19, the 5203, 5403, and 2169 operated freely in waters claimed by both Indonesia and Malaysia. On December 16, the first and only AIS signal from one of the fishing vessels they were escorting was detected. The Gubeiyu 88603 was seen briefly about 115 nautical miles from Indonesiaís Natuna Besar island."
CN,2019,7,19,4.83,119.69,2,"China's aircraft carrier was reportedly passing through the Sibutu Strait in Southern Philippines"
CN/VN,2019,8,14,7.51,109.67,3,"Haiyang Dizhi 8 and escort vessels reentered Vietnamese waters"
CN,2019,7,2,7.66,109.01,1,"Haijing 35111 patroled around block 06-01. On June 2, when 2 tugs were leaving the drilling rig Hakuryu-5, Haijing 35111 entered between the 2 tugs at high speed with about 100 meters from each vessel and only less than 0.5 nautical miles from the drilling rig"
UK/US,2019,1,11,12.00,113.00,6,"US and UK conducted joint exercises from Jan 11-16 in the SCS"
CN/VN,2019,4,7,20.13,107.72,2,"Vietnam Fisheries Resources Surveillance use water cannon on Chinese fishing vessels illegally fishing in VN waters"
IN/US,2019,11,1,2.44,105.01,1,"US Navy Ship replenishes Indian Navy Ship in South China Sea"
CN/VN,2019,7,3,9.66,111.59,1,"Vietnam has called on China to remove a survey vessel and coastguard ships from disputed waters in the South China Sea, amid a tense stand-off between the two countries since early July."
CN,2019,10,3,11.09,111.32,1,"Chinese survey ship Haiyang Dizhi 8 reentered Vietnam's EEZ and continental shelf"
US,2019,,,12.00,113.00,6,"In addition to the large carrier-based carrier strike group, the US amphibious alert group ""USS Essex (LHD-2)"", ""USS Wasp (LHD-1)"" Three amphibious assault ships (USS Boxer, LHD-6) entered and exited the South China Sea to carry out military activities. Among them, the ""Hornet"" amphibious assault ship was equipped with 10 F-35B fighters of Marine Corps 121 fighters attacking the squadron, which verified the feasibility of F-35B operations in the area."
CN/US,2019,10,6,29.43,124.11,1,"USCGC STRATTON (WMSL752) has been active in the Yellow Sea and South China Sea, but this US Marine Police ship is not ""lonely"", In the latest photos released by the Ministry, not far from the ship is China's 10,000-ton class ship 2901 Chinese Maritime Police ship."
US,2019,7,24,24.81,119.92,3,"The US military said it sent a Navy warship through the Taiwan Strait, a move likely to anger China during a period of tense relations between Washington and Beijing."
CN,2019,11,27,10.92,114.09,4,"On November 28, CCG 5403 sailed out of port in Hainan Provinceís Sanya, headed south through the Spratly Islands, and turned east. On December 4 it entered the EEZs of Malaysia and then Brunei. The 5403 is a Zhaolai-class patrol ship and at nearly 5,000 tons it is considerably larger than both the coast guard and navy ships that Southeast Asian states might deploy to confront it. It joined the CCG 5202, which had arrived a day earlier. That ship had left the artificial harbor at China-occupied Subi Reef on November 29, made a detour into the northern reaches of Indonesiaís EEZ on December 1-2, and headed for Malaysian waters. At 2,700 tons, the Zhaojun-class 5202 is considerably smaller than the 5403, but it is also much better armed, sporting a 76-mm cannon. For nearly a week, the two ships patrolled first Bruneiís EEZ and then Malaysiaís. The 1,300-ton CMS 2169 was with them during at least some, and perhaps all, of this. Its AIS was detected on December 8 alongside the 5202 and 5403óthe first time it had been picked up since leaving Sanya on November 18. It would continue to only broadcast sporadically for the rest of the operation. If Brunei or Malaysia deployed government vessels to confront this Chinese incursion, they did not broadcast AIS. And unlike Indonesiaís later response, neither went public with evidence of Chinese fishing vessels in their EEZ. But that this coordinated group of law enforcement vessels was already escorting the same fishing boats they would soon lead into Indonesian waters seems very likely. Their patrols in Bruneiís EEZ in particular seem to have no other explanation. On December 9, the 4,000-ton Shucha II-class CCG 5302 sailed from Mischief Reef to join the group in Malaysiaís EEZ. The next day, the 5202 broke away and sailed to Fiery Cross Reef in the Spratlys, presumably to resupply. The others headed southwest, entering waters claimed by Indonesia on December 11. This was more than a week before Indonesian authorities first reported the Chinese fishing presence in its EEZ. From December 11 to 19, the 5203, 5403, and 2169 operated freely in waters claimed by both Indonesia and Malaysia. On December 16, the first and only AIS signal from one of the fishing vessels they were escorting was detected. The Gubeiyu 88603 was seen briefly about 115 nautical miles from Indonesiaís Natuna Besar island."
CN/PH,2019,6,10,15.15,117.76,2,"The Philippine Coast Guard detected two Chinese coastguard ships and two Chinese maritime militia ships"
CN/VN,2019,7,3,9.66,111.59,1,"China's marine exploration vessel ""Hai Yang Di Zhi No. 8"" began exploration in the waters of the Nansha Islands on July 3, 2019."
CA/JP,2019,6,13,12.00,113.00,6,"The Japan Maritime Self-Defense Force (JMSDF) and the Canadian Navy have conducted a series of joint exercises in the South China Sea within the framework of ""KAEDEX"" 2019 from June 13-15"
IN/JP/PH/US,2019,5,2,12.00,113.00,6,"Navies of 4 countries (US, Japan, India, the Philippines) conducted joint naval drills from May 2 - 8 in the SCS"
US,2019,1,7,16.67,112.33,5,"The USS McCampbell carried out a ""freedom of navigation"" operation, sailing within 12 nautical miles of the Paracel Island chain. China called it a ""provocation""."
CN/ID,2019,12,19,4.73,107.97,4,"50 Chinese fishing vessels entered Indonesian waters in the North Natuna Sea and left the next day."
CN/MY,2019,5,,5.03,112.59,6,"In mid-May, Malaysia's oil well in cooperation with Shell (Netherlands Shell) in Nankang submarine bank and two supply vessels were repeatedly hit by Marine Police 35111. Marine Police 35111 rushed past 80 meters from the oil well recently. Drilling is greatly threatened."
CN/ID,2019,12,,4.73,107.97,4,"A Chinese coastguard vessel trespassed into Indonesiaís EEZ off the coast of the northern islands of Natuna."
AU/US,2019,11,6,6.07,116.09,1,"USS Montgomery operates with Royal Australian Navy in South China Sea from 6 - 12 Nov 2019"
CN/PH,2019,8,3,13.60,125.92,4,"Chinese survey ship Zhang Jian spotted 80 nautical miles off the east coast of the Philippines between Aug 3 -5."
CN/PH,2019,8,7,20.59,120.19,1,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte"
CN/VN,2019,7,3,8.17,110.09,1,"China sent at least 4 marine police ships to escort the ""Marine Geology 8"" exploration ship to the waters of Wan'an Beach for law enforcement. Since July 3, China's Marine Police ship 3901 (the world's largest) and Marine Police ship 37111, which have a displacement of 12,000 tons, have been closely protecting the exploration ships together with the other two law enforcement ships. In addition, there is also a Qiongsansha Yu 00114 fishing boat is also on the scene."
CN/PH,2019,8,21,10.02,127.39,4,"Chinese survey ship Zhang Jian returned to the Philippines' EEZ"
CN,2019,12,25,22.75,118.33,4,"On Christmas Day in 2019, the PLAN ís ìShandong Shipî carrier formation, which just served, met with the US Navy ís ìLincolnî carrier formation in the South China Sea on its way north to the Taiwan Strait."
CN,2019,6,11,25.38,126.42,5,"The Liaoning group traveled through the Miyako Strait (Japan) before reaching Guam Island (the Philippines) and entering the South China Sea."
US,2019,8,6,12.00,113.00,6,"Aircraft carrier USS Ronald Reagan entered the Philippines' waters for regular patrols"
CN/PH,2019,6,10,15.15,117.76,2,"Amid reports that Chinese vessels have started to leave Philippine waters near Pag-asa island in the West Philippine Sea, the Philippine Coast Guard (PCG) said a Chinese warship was spotted in Scarborough Shoal during a recent maritime patrol."
CN/VN,2019,10,5,10.63,110.15,1,"3 Chinese ship chased a Vietnamese fishing vessel and prenvented its fishing activities in VN's EEZ"
CN/ID,2019,1,6,1.00,107.00,3,"Indonesian Navy deployed 4 warships in addition to the Bakamla (Indonesia's Maritime Security Agency) ships."
CN,2019,8,24,9.88,109.61,1,"Haiyang Dizhi 8 approached Vietnamese coast, 185 km from Phan Thiet"
UK/US,2019,2,18,12.00,113.00,6,"UK and US Navy forces conducted a maritime security exercise in the SCS"
US,2019,9,13,16.67,112.33,5,"Wayne E. Meyer sailed near islands claimed by China in the South China Sea"
CN,2019,11,28,14.54,112.69,4,"On November 28, CCG 5403 sailed out of port in Hainan Provinceís Sanya, headed south through the Spratly Islands, and turned east. On December 4 it entered the EEZs of Malaysia and then Brunei. The 5403 is a Zhaolai-class patrol ship and at nearly 5,000 tons it is considerably larger than both the coast guard and navy ships that Southeast Asian states might deploy to confront it. It joined the CCG 5202, which had arrived a day earlier. That ship had left the artificial harbor at China-occupied Subi Reef on November 29, made a detour into the northern reaches of Indonesiaís EEZ on December 1-2, and headed for Malaysian waters. At 2,700 tons, the Zhaojun-class 5202 is considerably smaller than the 5403, but it is also much better armed, sporting a 76-mm cannon. For nearly a week, the two ships patrolled first Bruneiís EEZ and then Malaysiaís. The 1,300-ton CMS 2169 was with them during at least some, and perhaps all, of this. Its AIS was detected on December 8 alongside the 5202 and 5403óthe first time it had been picked up since leaving Sanya on November 18. It would continue to only broadcast sporadically for the rest of the operation. If Brunei or Malaysia deployed government vessels to confront this Chinese incursion, they did not broadcast AIS. And unlike Indonesiaís later response, neither went public with evidence of Chinese fishing vessels in their EEZ. But that this coordinated group of law enforcement vessels was already escorting the same fishing boats they would soon lead into Indonesian waters seems very likely. Their patrols in Bruneiís EEZ in particular seem to have no other explanation. On December 9, the 4,000-ton Shucha II-class CCG 5302 sailed from Mischief Reef to join the group in Malaysiaís EEZ. The next day, the 5202 broke away and sailed to Fiery Cross Reef in the Spratlys, presumably to resupply. The others headed southwest, entering waters claimed by Indonesia on December 11. This was more than a week before Indonesian authorities first reported the Chinese fishing presence in its EEZ. From December 11 to 19, the 5203, 5403, and 2169 operated freely in waters claimed by both Indonesia and Malaysia. On December 16, the first and only AIS signal from one of the fishing vessels they were escorting was detected. The Gubeiyu 88603 was seen briefly about 115 nautical miles from Indonesiaís Natuna Besar island."
CN,2019,9,2,8.53,111.27,4,"Haiyang Dizhi 8 and escort vessels left the Vanguard Bank and headed towards the Fiery Cross Reef"
CN/MY/VN,2019,7,17,9.26,111.28,1,"China has blocked oil and gas vessels from Malaysia and Vietnam."
CN,2019,9,22,9.45,110.57,1,"Haiyang Dizhi 8 left the Vanguard Bank, heading towards the Fiery Cross Reef. Haijing 45111 remained inthe Vanguard Bank."
CN,2019,12,23,12.00,113.00,6,"China's new domestically built Shandong aircraft carrier deployed in the South China Sea"
JP/US,2019,6,11,12.00,113.00,6,"The Murasame escort ship jointly trained with US military vessels"
CN/VN,2019,9,,7.51,109.67,3,"Vietnamese coastguard ships prevented Chinese coastguard ship 37111"
CN,2019,6,16,7.66,109.01,1,"The standoff began on June 16 when a China Coast Guard (CCG) ship started harassing the Hakuryu 5 and the offshore supply vessels servicing it. Automatic Identification System (AIS) data shows that several CCG ships were deployed in succession to keep up the harassment over the course of the standoff, including the 35111, 45111, 4203, 3308, 5303, and 2305. As ships were relieved, they often traveled to the Chinese outpost on Fiery Cross Reef to resupply before either joining the escort mission around the Haiyang Dizhi 8 or heading back to China."
CN/PH,2019,2,,12.00,113.00,6,"China fired warning flares at Philippine military planes conducting maritime patrols near the artificial islands controlled by China in the West Philippine Sea six times in Feb 2019"
CN/ID,2019,12,24,4.73,107.97,4,"More Chinese fishing vessels entered Indonesian maritime territory in the Natunas with heavy guard from the Chinese Coast Guard vessels."
CN/PH,2019,8,6,13.60,125.92,4,"A Chinese oceanographic survey ship was recently detected passing through the eastern part of the Philippines."
CN/ID,2019,12,24,4.73,107.97,4,"1 CCG ship entered North Natuna Regency waters"
ID/VN,2019,1,16,1.00,107.00,3,"A Indonesian navy ship apprehended one Vietnamese fishing vessel in the North Natuna Sea"
CN/PH,2019,7,2,4.83,119.69,2,"Five Chinese warships were monitored within the Philippines' southernmost territorial waters along the Sibutu Strait. Two of the ships were monitored in July while three were monitored in August"
